game_time,game_mode,lobby_type,game_phase
553,All Draft,Ranked,early_game
1958,All Draft,Public matchmaking,late_game
2565,All Draft,Ranked,late_game
1222,Captains Mode,Ranked,mid_game
1504,All Draft,Ranked,mid_game
1763,All Draft,Ranked,late_game
3258,All Draft,Ranked,late_game
527,All Draft,Ranked,early_game
832,All Draft,Ranked,mid_game
1295,All Draft,Ranked,mid_game
336,All Draft,Ranked,early_game
230,All Draft,Ranked,early_game
542,All Draft,Ranked,early_game
2620,All Draft,Ranked,late_game
2495,All Draft,Ranked,late_game
1677,All Draft,Public matchmaking,late_game
1282,All Draft,Ranked,mid_game
251,All Draft,Ranked,early_game
2802,All Draft,Ranked,late_game
2339,All Draft,Ranked,late_game
2687,All Draft,Public matchmaking,late_game
837,All Draft,Ranked,mid_game
1461,All Draft,Ranked,mid_game
1046,Single Draft,Public matchmaking,mid_game
1020,Single Draft,Public matchmaking,mid_game
986,All Draft,Ranked,mid_game
547,All Draft,Ranked,early_game
458,All Draft,Public matchmaking,early_game
871,All Draft,Ranked,mid_game
1189,All Draft,Ranked,mid_game
98,All Draft,Public matchmaking,early_game
947,All Draft,Ranked,mid_game
2110,All Draft,Ranked,late_game
26,All Draft,Public matchmaking,early_game
355,All Draft,Ranked,early_game
983,Turbo Mode,Public matchmaking,mid_game
1533,All Draft,Ranked,mid_game
988,All Draft,Public matchmaking,mid_game
1496,Single Draft,Public matchmaking,mid_game
489,All Draft,Public matchmaking,early_game
1471,All Draft,Ranked,mid_game
99,Random Draft,Ranked,early_game
1450,All Draft,Public matchmaking,mid_game
78,Single Draft,Public matchmaking,early_game
1117,All Draft,Ranked,mid_game
1133,All Draft,Ranked,mid_game
1794,Single Draft,Public matchmaking,late_game
468,Turbo Mode,Public matchmaking,early_game
1185,Single Draft,Public matchmaking,mid_game
3673,All Draft,Ranked,late_game
398,Single Draft,Public matchmaking,early_game
601,Random Draft,Ranked,early_game
2410,All Draft,Ranked,late_game
553,All Draft,Ranked,early_game
1220,All Draft,Ranked,mid_game
1620,All Draft,Ranked,late_game
1318,All Draft,Ranked,mid_game
437,All Draft,Ranked,early_game
830,Turbo Mode,Public matchmaking,mid_game
1143,All Draft,Ranked,mid_game
2303,Single Draft,Public matchmaking,late_game
129,All Draft,Ranked,early_game
1293,All Draft,Ranked,mid_game
10,All Draft,Ranked,early_game
110,All Draft,Ranked,early_game
454,All Draft,Ranked,early_game
2154,All Draft,Ranked,late_game
858,All Draft,Public matchmaking,mid_game
1686,All Draft,Ranked,late_game
246,All Draft,Ranked,early_game
1227,All Draft,Ranked,mid_game
835,All Draft,Ranked,mid_game
337,Single Draft,Public matchmaking,early_game
1648,All Draft,Public matchmaking,late_game
479,All Draft,Ranked,early_game
1655,All Draft,Ranked,late_game
2131,All Draft,Ranked,late_game
943,All Draft,Public matchmaking,mid_game
1048,All Draft,Ranked,mid_game
952,All Draft,Ranked,mid_game
137,All Draft,Public matchmaking,early_game
1872,All Draft,Ranked,late_game
2762,All Draft,Ranked,late_game
3235,All Draft,Ranked,late_game
2390,All Draft,Public matchmaking,late_game
405,Single Draft,Public matchmaking,early_game
1517,All Draft,Ranked,mid_game
172,All Draft,Ranked,early_game
2917,All Draft,Ranked,late_game
2558,All Draft,Public matchmaking,late_game
1630,Single Draft,Public matchmaking,late_game
2076,All Draft,Ranked,late_game
160,All Draft,Ranked,early_game
904,All Draft,Public matchmaking,mid_game
375,All Draft,Public matchmaking,early_game
1338,All Draft,Ranked,mid_game
565,All Draft,Ranked,early_game
26,All Draft,Ranked,early_game
221,All Draft,Ranked,early_game
1130,Single Draft,Public matchmaking,mid_game
1131,All Draft,Ranked,mid_game
395,All Draft,Ranked,early_game
1643,All Draft,Public matchmaking,late_game
128,All Draft,Ranked,early_game
2523,Single Draft,Public matchmaking,late_game
1823,Single Draft,Public matchmaking,late_game
3070,All Draft,Ranked,late_game
2356,All Draft,Public matchmaking,late_game
1669,Turbo Mode,Public matchmaking,late_game
1458,All Draft,Ranked,mid_game
1636,Single Draft,Public matchmaking,late_game
641,All Draft,Public matchmaking,early_game
2813,Random Draft,Ranked,late_game
731,Single Draft,Public matchmaking,early_game
961,All Draft,Public matchmaking,mid_game
364,Turbo Mode,Public matchmaking,early_game
1230,All Draft,Ranked,mid_game
2409,All Draft,Ranked,late_game
844,All Draft,Public matchmaking,mid_game
1267,All Draft,Public matchmaking,mid_game
2021,All Draft,Ranked,late_game
1315,All Draft,Ranked,mid_game
2085,Captains Mode,Ranked,late_game
1064,All Draft,Public matchmaking,mid_game
1870,All Draft,Ranked,late_game
1631,Captains Mode,Ranked,late_game
390,All Draft,Ranked,early_game
798,Single Draft,Public matchmaking,mid_game
2663,All Draft,Ranked,late_game
56,Turbo Mode,Public matchmaking,early_game
2682,All Draft,Public matchmaking,late_game
1590,All Draft,Ranked,late_game
659,All Draft,Ranked,early_game
319,Single Draft,Public matchmaking,early_game
653,Single Draft,Public matchmaking,early_game
283,Single Draft,Public matchmaking,early_game
858,All Draft,Public matchmaking,mid_game
1423,All Draft,Public matchmaking,mid_game
346,All Draft,Ranked,early_game
243,All Draft,Ranked,early_game
2090,Turbo Mode,Public matchmaking,late_game
1614,All Draft,Ranked,late_game
2698,All Draft,Public matchmaking,late_game
25,All Draft,Ranked,early_game
405,All Draft,Ranked,early_game
21,All Draft,Ranked,early_game
1772,All Draft,Ranked,late_game
545,All Draft,Ranked,early_game
792,All Draft,Ranked,mid_game
706,Turbo Mode,Public matchmaking,early_game
885,Single Draft,Public matchmaking,mid_game
1189,All Draft,Ranked,mid_game
3634,All Draft,Public matchmaking,late_game
551,Turbo Mode,Public matchmaking,early_game
199,Single Draft,Public matchmaking,early_game
2012,Single Draft,Public matchmaking,late_game
1642,All Draft,Ranked,late_game
1248,Single Draft,Public matchmaking,mid_game
198,All Draft,Ranked,early_game
34,All Draft,Ranked,early_game
1180,All Draft,Ranked,mid_game
747,All Draft,Public matchmaking,early_game
455,All Draft,Public matchmaking,early_game
912,Turbo Mode,Public matchmaking,mid_game
973,All Draft,Public matchmaking,mid_game
28,All Draft,Ranked,early_game
2516,All Draft,Ranked,late_game
1072,All Draft,Ranked,mid_game
664,All Draft,Ranked,early_game
244,All Draft,Ranked,early_game
632,Single Draft,Public matchmaking,early_game
1006,All Draft,Ranked,mid_game
2170,All Draft,Public matchmaking,late_game
1641,Single Draft,Public matchmaking,late_game
618,All Draft,Public matchmaking,early_game
670,All Draft,Ranked,early_game
1700,Single Draft,Public matchmaking,late_game
33,Turbo Mode,Public matchmaking,early_game
1622,All Draft,Ranked,late_game
1021,All Draft,Ranked,mid_game
1133,All Draft,Ranked,mid_game
211,All Draft,Ranked,early_game
1479,All Draft,Ranked,mid_game
260,All Draft,Ranked,early_game
1928,All Draft,Ranked,late_game
162,All Draft,Public matchmaking,early_game
255,All Draft,Public matchmaking,early_game
1352,All Draft,Ranked,mid_game
611,All Draft,Public matchmaking,early_game
1813,Single Draft,Public matchmaking,late_game
2088,Random Draft,Ranked,late_game
780,All Draft,Ranked,mid_game
80,Captains Mode,Ranked,early_game
794,All Draft,Ranked,mid_game
119,Single Draft,Public matchmaking,early_game
1150,All Draft,Ranked,mid_game
1976,All Draft,Ranked,late_game
813,All Draft,Ranked,mid_game
844,All Draft,Ranked,mid_game
1465,All Draft,Ranked,mid_game
1980,All Draft,Ranked,late_game
735,Turbo Mode,Public matchmaking,early_game
2449,All Draft,Ranked,late_game
564,All Draft,Ranked,early_game
1574,All Draft,Ranked,late_game
702,All Draft,Ranked,early_game
1780,All Draft,Ranked,late_game
409,All Draft,Ranked,early_game
1051,All Draft,Ranked,mid_game
2202,All Draft,Ranked,late_game
1019,All Draft,Ranked,mid_game
1255,All Draft,Ranked,mid_game
2618,All Draft,Ranked,late_game
308,Captains Mode,Ranked,early_game
1618,All Draft,Public matchmaking,late_game
735,All Draft,Ranked,early_game
1080,All Draft,Public matchmaking,mid_game
454,All Draft,Ranked,early_game
619,All Draft,Ranked,early_game
178,Single Draft,Public matchmaking,early_game
1093,All Draft,Ranked,mid_game
396,All Draft,Ranked,early_game
127,All Draft,Ranked,early_game
1440,All Draft,Ranked,mid_game
822,All Draft,Public matchmaking,mid_game
1560,All Draft,Ranked,late_game
87,All Draft,Ranked,early_game
901,All Draft,Ranked,mid_game
666,All Draft,Ranked,early_game
1012,Random Draft,Ranked,mid_game
2183,All Draft,Ranked,late_game
1633,All Draft,Ranked,late_game
2244,All Draft,Ranked,late_game
872,Single Draft,Public matchmaking,mid_game
2149,All Draft,Ranked,late_game
720,All Draft,Public matchmaking,early_game
1158,All Draft,Public matchmaking,mid_game
579,All Draft,Ranked,early_game
1741,All Draft,Ranked,late_game
630,Single Draft,Public matchmaking,early_game
1350,All Draft,Ranked,mid_game
1154,All Draft,Ranked,mid_game
633,All Draft,Public matchmaking,early_game
978,All Draft,Ranked,mid_game
456,All Draft,Ranked,early_game
642,Captains Mode,Ranked,early_game
2005,All Draft,Ranked,late_game
8,All Draft,Ranked,early_game
1753,All Draft,Ranked,late_game
134,All Draft,Ranked,early_game
1833,All Draft,Ranked,late_game
277,All Draft,Ranked,early_game
2654,All Draft,Public matchmaking,late_game
1318,All Draft,Ranked,mid_game
636,All Draft,Public matchmaking,early_game
1796,All Draft,Ranked,late_game
1388,All Draft,Ranked,mid_game
1093,All Draft,Ranked,mid_game
1590,All Draft,Ranked,late_game
1785,All Draft,Ranked,late_game
1009,All Draft,Ranked,mid_game
713,All Draft,Ranked,early_game
1108,All Draft,Ranked,mid_game
1387,All Draft,Ranked,mid_game
1663,All Draft,Ranked,late_game
1066,Turbo Mode,Public matchmaking,mid_game
1864,All Draft,Ranked,late_game
1555,All Draft,Ranked,mid_game
1512,Random Draft,Public matchmaking,mid_game
154,All Draft,Ranked,early_game
520,All Draft,Ranked,early_game
1523,Single Draft,Public matchmaking,mid_game
369,Turbo Mode,Public matchmaking,early_game
1207,Single Draft,Public matchmaking,mid_game
463,All Draft,Ranked,early_game
1705,All Draft,Ranked,late_game
720,Single Draft,Public matchmaking,early_game
1078,All Draft,Ranked,mid_game
2489,All Draft,Ranked,late_game
1747,All Draft,Ranked,late_game
1428,All Draft,Public matchmaking,mid_game
1605,All Draft,Ranked,late_game
1327,All Draft,Ranked,mid_game
2301,All Draft,Ranked,late_game
1337,All Draft,Ranked,mid_game
926,Captains Mode,Ranked,mid_game
1141,All Draft,Ranked,mid_game
950,All Draft,Public matchmaking,mid_game
1056,All Draft,Ranked,mid_game
728,All Draft,Public matchmaking,early_game
2474,All Draft,Ranked,late_game
2270,All Draft,Public matchmaking,late_game
804,Single Draft,Public matchmaking,mid_game
1629,All Draft,Ranked,late_game
1455,All Draft,Public matchmaking,mid_game
1373,All Draft,Ranked,mid_game
2182,Single Draft,Public matchmaking,late_game
2015,Single Draft,Public matchmaking,late_game
277,Random Draft,Ranked,early_game
2872,All Draft,Ranked,late_game
860,All Draft,Public matchmaking,mid_game
164,All Draft,Ranked,early_game
360,All Draft,Ranked,early_game
523,Captains Mode,Ranked,early_game
1054,All Draft,Ranked,mid_game
116,Single Draft,Public matchmaking,early_game
1178,All Draft,Ranked,mid_game
729,Turbo Mode,Public matchmaking,early_game
1776,All Draft,Public matchmaking,late_game
573,All Draft,Ranked,early_game
1211,Turbo Mode,Public matchmaking,mid_game
2106,All Draft,Ranked,late_game
1542,All Draft,Ranked,mid_game
390,All Draft,Public matchmaking,early_game
2157,Random Draft,Ranked,late_game
1870,All Draft,Ranked,late_game
1659,All Draft,Public matchmaking,late_game
901,All Draft,Ranked,mid_game
881,All Draft,Ranked,mid_game
1770,All Draft,Public matchmaking,late_game
385,All Draft,Ranked,early_game
1595,All Draft,Public matchmaking,late_game
1124,All Draft,Ranked,mid_game
2316,All Draft,Ranked,late_game
1316,All Draft,Public matchmaking,mid_game
2547,All Draft,Ranked,late_game
2264,All Draft,Ranked,late_game
2188,Random Draft,Public matchmaking,late_game
884,All Draft,Ranked,mid_game
2625,All Draft,Ranked,late_game
1098,Turbo Mode,Public matchmaking,mid_game
2036,All Draft,Ranked,late_game
1942,All Draft,Ranked,late_game
189,All Draft,Ranked,early_game
770,All Draft,Ranked,early_game
1041,All Draft,Ranked,mid_game
331,Single Draft,Public matchmaking,early_game
2063,Single Draft,Public matchmaking,late_game
111,All Draft,Ranked,early_game
2668,All Draft,Ranked,late_game
2406,All Draft,Public matchmaking,late_game
1357,All Draft,Ranked,mid_game
736,All Draft,Public matchmaking,early_game
1693,All Draft,Ranked,late_game
2108,All Draft,Public matchmaking,late_game
2251,Single Draft,Public matchmaking,late_game
2187,All Draft,Public matchmaking,late_game
1566,All Draft,Public matchmaking,late_game
886,All Draft,Ranked,mid_game
2096,All Draft,Ranked,late_game
2198,All Draft,Ranked,late_game
1593,Turbo Mode,Public matchmaking,late_game
2532,All Draft,Ranked,late_game
2310,All Draft,Ranked,late_game
1575,All Draft,Ranked,late_game
2943,All Draft,Ranked,late_game
1355,All Draft,Ranked,mid_game
3148,All Draft,Ranked,late_game
1760,Single Draft,Public matchmaking,late_game
305,All Draft,Ranked,early_game
1870,All Draft,Ranked,late_game
513,All Draft,Ranked,early_game
32,All Draft,Ranked,early_game
57,All Draft,Ranked,early_game
759,All Draft,Ranked,early_game
701,All Draft,Ranked,early_game
2696,All Draft,Ranked,late_game
1459,All Draft,Ranked,mid_game
330,All Draft,Ranked,early_game
3743,All Draft,Ranked,late_game
2595,All Draft,Ranked,late_game
2262,Single Draft,Public matchmaking,late_game
794,All Draft,Public matchmaking,mid_game
679,All Draft,Ranked,early_game
989,All Draft,Public matchmaking,mid_game
995,All Draft,Ranked,mid_game
1116,All Draft,Ranked,mid_game
874,Turbo Mode,Public matchmaking,mid_game
753,All Draft,Ranked,early_game
564,All Draft,Ranked,early_game
346,All Draft,Ranked,early_game
1102,All Draft,Ranked,mid_game
3067,All Draft,Public matchmaking,late_game
137,Random Draft,Ranked,early_game
2889,All Draft,Ranked,late_game
1476,Single Draft,Public matchmaking,mid_game
933,All Draft,Ranked,mid_game
720,All Draft,Public matchmaking,early_game
1238,All Draft,Ranked,mid_game
1096,All Draft,Ranked,mid_game
2855,All Draft,Ranked,late_game
1944,All Draft,Ranked,late_game
903,Turbo Mode,Public matchmaking,mid_game
1609,Random Draft,Ranked,late_game
823,All Draft,Ranked,mid_game
1480,Captains Mode,Ranked,mid_game
2671,Single Draft,Public matchmaking,late_game
1312,All Draft,Ranked,mid_game
1395,All Draft,Ranked,mid_game
292,All Draft,Ranked,early_game
575,All Draft,Ranked,early_game
2244,All Draft,Public matchmaking,late_game
1706,All Draft,Ranked,late_game
1018,All Draft,Ranked,mid_game
2070,All Draft,Ranked,late_game
1927,All Draft,Ranked,late_game
415,Turbo Mode,Public matchmaking,early_game
1677,All Draft,Ranked,late_game
881,Single Draft,Public matchmaking,mid_game
216,All Draft,Ranked,early_game
1655,All Draft,Ranked,late_game
247,Single Draft,Public matchmaking,early_game
1738,All Draft,Public matchmaking,late_game
1718,Single Draft,Public matchmaking,late_game
1830,All Draft,Ranked,late_game
737,Single Draft,Public matchmaking,early_game
2112,All Draft,Ranked,late_game
3329,Random Draft,Public matchmaking,late_game
1179,All Draft,Ranked,mid_game
1747,All Draft,Ranked,late_game
2080,All Draft,Ranked,late_game
997,Single Draft,Public matchmaking,mid_game
1798,Random Draft,Public matchmaking,late_game
1047,Single Draft,Public matchmaking,mid_game
125,All Draft,Ranked,early_game
73,All Draft,Ranked,early_game
746,All Draft,Ranked,early_game
1201,Turbo Mode,Public matchmaking,mid_game
1601,All Draft,Ranked,late_game
1460,All Draft,Ranked,mid_game
1369,All Draft,Public matchmaking,mid_game
302,All Draft,Ranked,early_game
722,All Draft,Ranked,early_game
125,All Draft,Ranked,early_game
1496,Single Draft,Public matchmaking,mid_game
49,All Draft,Ranked,early_game
1732,All Draft,Ranked,late_game
2192,Single Draft,Public matchmaking,late_game
1786,All Draft,Ranked,late_game
1942,All Draft,Ranked,late_game
2399,All Draft,Public matchmaking,late_game
2056,All Draft,Ranked,late_game
398,All Draft,Public matchmaking,early_game
1970,Random Draft,Ranked,late_game
2773,All Draft,Ranked,late_game
1659,All Draft,Ranked,late_game
1009,All Draft,Ranked,mid_game
1322,All Draft,Ranked,mid_game
2224,All Draft,Ranked,late_game
850,All Draft,Ranked,mid_game
474,All Draft,Ranked,early_game
1461,All Draft,Ranked,mid_game
535,All Draft,Ranked,early_game
762,All Draft,Ranked,early_game
2919,All Draft,Public matchmaking,late_game
791,All Draft,Public matchmaking,mid_game
1148,All Draft,Ranked,mid_game
753,All Draft,Ranked,early_game
264,All Draft,Ranked,early_game
1051,All Draft,Ranked,mid_game
641,All Draft,Ranked,early_game
918,Single Draft,Public matchmaking,mid_game
279,All Draft,Ranked,early_game
258,Turbo Mode,Public matchmaking,early_game
761,All Draft,Public matchmaking,early_game
432,All Draft,Ranked,early_game
3624,All Draft,Ranked,late_game
1960,Single Draft,Public matchmaking,late_game
49,All Draft,Ranked,early_game
574,All Draft,Ranked,early_game
1059,Captains Mode,Ranked,mid_game
1142,All Draft,Ranked,mid_game
1045,Single Draft,Public matchmaking,mid_game
1603,All Draft,Ranked,late_game
1493,Random Draft,Ranked,mid_game
1659,All Draft,Public matchmaking,late_game
282,All Draft,Ranked,early_game
391,All Draft,Ranked,early_game
1628,Single Draft,Public matchmaking,late_game
165,Captains Mode,Ranked,early_game
1836,Turbo Mode,Public matchmaking,late_game
154,All Draft,Ranked,early_game
2025,All Draft,Ranked,late_game
859,All Draft,Ranked,mid_game
1046,All Draft,Public matchmaking,mid_game
1528,All Draft,Ranked,mid_game
213,Turbo Mode,Public matchmaking,early_game
1095,Random Draft,Ranked,mid_game
3264,All Draft,Ranked,late_game
869,All Draft,Ranked,mid_game
701,All Draft,Ranked,early_game
880,All Draft,Ranked,mid_game
1374,All Draft,Ranked,mid_game
582,All Draft,Ranked,early_game
164,Single Draft,Public matchmaking,early_game
1126,Turbo Mode,Public matchmaking,mid_game
2006,Single Draft,Public matchmaking,late_game
12,All Draft,Ranked,early_game
1492,Single Draft,Public matchmaking,mid_game
2404,All Draft,Ranked,late_game
596,All Draft,Ranked,early_game
2338,All Draft,Public matchmaking,late_game
1275,All Draft,Ranked,mid_game
1990,All Draft,Ranked,late_game
167,All Draft,Ranked,early_game
247,All Draft,Ranked,early_game
325,All Draft,Ranked,early_game
1331,All Draft,Public matchmaking,mid_game
401,All Draft,Public matchmaking,early_game
154,All Draft,Ranked,early_game
1534,All Draft,Ranked,mid_game
204,All Draft,Ranked,early_game
382,All Draft,Ranked,early_game
960,All Draft,Ranked,mid_game
1610,All Draft,Ranked,late_game
206,All Draft,Ranked,early_game
151,All Draft,Ranked,early_game
315,All Draft,Ranked,early_game
10,All Draft,Ranked,early_game
1995,Single Draft,Public matchmaking,late_game
3168,All Draft,Ranked,late_game
1486,All Draft,Public matchmaking,mid_game
1317,All Draft,Public matchmaking,mid_game
2052,Single Draft,Public matchmaking,late_game
577,Single Draft,Public matchmaking,early_game
1272,Single Draft,Public matchmaking,mid_game
175,All Draft,Ranked,early_game
785,Turbo Mode,Public matchmaking,mid_game
623,All Draft,Ranked,early_game
386,Turbo Mode,Public matchmaking,early_game
1530,All Draft,Ranked,mid_game
1104,All Draft,Ranked,mid_game
938,All Draft,Public matchmaking,mid_game
2013,All Draft,Ranked,late_game
536,All Draft,Ranked,early_game
145,All Draft,Ranked,early_game
114,All Draft,Ranked,early_game
1077,All Draft,Ranked,mid_game
1853,Single Draft,Public matchmaking,late_game
1034,All Draft,Ranked,mid_game
1173,All Draft,Public matchmaking,mid_game
99,All Draft,Ranked,early_game
1020,All Draft,Ranked,mid_game
641,All Draft,Public matchmaking,early_game
1672,All Draft,Ranked,late_game
1521,All Draft,Ranked,mid_game
208,Turbo Mode,Public matchmaking,early_game
239,All Draft,Ranked,early_game
1263,All Draft,Ranked,mid_game
2430,All Draft,Public matchmaking,late_game
159,All Draft,Public matchmaking,early_game
1421,All Draft,Ranked,mid_game
10,All Draft,Ranked,early_game
742,All Draft,Ranked,early_game
281,Turbo Mode,Public matchmaking,early_game
1697,All Draft,Ranked,late_game
1499,All Draft,Ranked,mid_game
2059,All Draft,Ranked,late_game
2015,All Draft,Ranked,late_game
230,Captains Mode,Ranked,early_game
418,Turbo Mode,Public matchmaking,early_game
1194,Single Draft,Public matchmaking,mid_game
2641,All Draft,Public matchmaking,late_game
747,All Draft,Public matchmaking,early_game
23,Turbo Mode,Public matchmaking,early_game
819,All Draft,Ranked,mid_game
735,All Draft,Ranked,early_game
111,All Draft,Ranked,early_game
1175,All Draft,Ranked,mid_game
790,Single Draft,Public matchmaking,mid_game
398,All Draft,Public matchmaking,early_game
1160,All Draft,Ranked,mid_game
1689,All Draft,Ranked,late_game
281,Single Draft,Public matchmaking,early_game
663,Turbo Mode,Public matchmaking,early_game
160,Turbo Mode,Public matchmaking,early_game
1193,All Draft,Ranked,mid_game
298,All Draft,Public matchmaking,early_game
977,All Draft,Ranked,mid_game
2128,Random Draft,Public matchmaking,late_game
1315,Single Draft,Public matchmaking,mid_game
1744,Single Draft,Public matchmaking,late_game
14,All Draft,Ranked,early_game
1035,All Draft,Ranked,mid_game
1681,All Draft,Ranked,late_game
324,All Draft,Public matchmaking,early_game
2310,All Draft,Ranked,late_game
374,All Draft,Ranked,early_game
129,Turbo Mode,Public matchmaking,early_game
433,All Draft,Public matchmaking,early_game
255,All Draft,Public matchmaking,early_game
64,All Draft,Public matchmaking,early_game
1382,All Draft,Ranked,mid_game
1705,Single Draft,Public matchmaking,late_game
1014,All Draft,Public matchmaking,mid_game
492,All Draft,Ranked,early_game
2373,Single Draft,Public matchmaking,late_game
1985,All Draft,Ranked,late_game
1160,All Draft,Ranked,mid_game
705,All Draft,Ranked,early_game
1162,All Draft,Ranked,mid_game
253,All Draft,Public matchmaking,early_game
2812,Random Draft,Public matchmaking,late_game
2162,All Draft,Ranked,late_game
1323,Captains Mode,Ranked,mid_game
344,All Draft,Ranked,early_game
1891,All Draft,Public matchmaking,late_game
1493,All Draft,Public matchmaking,mid_game
587,All Draft,Ranked,early_game
1715,Single Draft,Public matchmaking,late_game
2119,All Draft,Ranked,late_game
1541,All Draft,Public matchmaking,mid_game
892,All Draft,Ranked,mid_game
2348,Single Draft,Public matchmaking,late_game
1925,All Draft,Ranked,late_game
1361,All Draft,Ranked,mid_game
799,Turbo Mode,Public matchmaking,mid_game
1140,All Draft,Ranked,mid_game
1540,All Draft,Ranked,mid_game
613,Captains Mode,Ranked,early_game
1053,All Draft,Ranked,mid_game
406,All Draft,Public matchmaking,early_game
2113,All Draft,Ranked,late_game
790,Single Draft,Public matchmaking,mid_game
346,All Draft,Ranked,early_game
1898,All Draft,Ranked,late_game
3166,All Draft,Ranked,late_game
515,All Draft,Ranked,early_game
2112,All Draft,Ranked,late_game
1120,All Draft,Ranked,mid_game
672,All Draft,Ranked,early_game
1080,All Draft,Ranked,mid_game
1875,All Draft,Ranked,late_game
1017,Single Draft,Public matchmaking,mid_game
937,Turbo Mode,Public matchmaking,mid_game
1311,All Draft,Ranked,mid_game
690,All Draft,Public matchmaking,early_game
2468,All Draft,Ranked,late_game
386,All Draft,Ranked,early_game
1986,All Draft,Public matchmaking,late_game
1061,All Draft,Ranked,mid_game
866,All Draft,Ranked,mid_game
760,Single Draft,Public matchmaking,early_game
290,All Draft,Ranked,early_game
233,All Draft,Ranked,early_game
378,All Draft,Public matchmaking,early_game
2474,All Draft,Ranked,late_game
1606,All Draft,Ranked,late_game
676,All Draft,Ranked,early_game
1665,All Draft,Ranked,late_game
2339,All Draft,Ranked,late_game
1340,All Draft,Ranked,mid_game
2185,All Draft,Public matchmaking,late_game
2893,All Draft,Ranked,late_game
1142,Single Draft,Public matchmaking,mid_game
3013,All Draft,Ranked,late_game
3683,All Draft,Ranked,late_game
2347,All Draft,Public matchmaking,late_game
396,All Draft,Ranked,early_game
2352,All Draft,Ranked,late_game
2851,All Draft,Public matchmaking,late_game
2138,Captains Mode,Ranked,late_game
975,All Draft,Ranked,mid_game
1519,All Draft,Ranked,mid_game
852,All Draft,Ranked,mid_game
1428,Single Draft,Public matchmaking,mid_game
1500,All Draft,Ranked,mid_game
519,All Draft,Ranked,early_game
718,All Draft,Public matchmaking,early_game
2209,All Draft,Ranked,late_game
1704,All Draft,Ranked,late_game
1568,All Draft,Ranked,late_game
594,All Draft,Ranked,early_game
1556,All Draft,Public matchmaking,mid_game
1143,All Draft,Ranked,mid_game
1135,All Draft,Ranked,mid_game
1018,All Draft,Ranked,mid_game
2833,All Draft,Ranked,late_game
2154,All Draft,Public matchmaking,late_game
1206,All Draft,Public matchmaking,mid_game
799,All Draft,Ranked,mid_game
693,All Draft,Public matchmaking,early_game
911,All Draft,Ranked,mid_game
1151,All Draft,Ranked,mid_game
365,All Draft,Ranked,early_game
28,All Draft,Ranked,early_game
2910,All Draft,Public matchmaking,late_game
320,Single Draft,Public matchmaking,early_game
2042,All Draft,Public matchmaking,late_game
1992,Random Draft,Ranked,late_game
1785,All Draft,Ranked,late_game
1048,All Draft,Public matchmaking,mid_game
848,Turbo Mode,Public matchmaking,mid_game
857,All Draft,Ranked,mid_game
835,All Draft,Ranked,mid_game
122,Turbo Mode,Public matchmaking,early_game
1639,Random Draft,Public matchmaking,late_game
2048,All Draft,Ranked,late_game
2843,All Draft,Ranked,late_game
1682,All Draft,Ranked,late_game
1608,All Draft,Ranked,late_game
394,All Draft,Ranked,early_game
2342,All Draft,Ranked,late_game
3252,All Draft,Ranked,late_game
2701,All Draft,Public matchmaking,late_game
1877,All Draft,Public matchmaking,late_game
879,All Draft,Ranked,mid_game
853,All Draft,Ranked,mid_game
1483,All Draft,Public matchmaking,mid_game
2518,All Draft,Public matchmaking,late_game
426,All Draft,Ranked,early_game
2126,Single Draft,Public matchmaking,late_game
1216,All Draft,Ranked,mid_game
380,All Draft,Ranked,early_game
215,All Draft,Ranked,early_game
1097,Single Draft,Public matchmaking,mid_game
1824,Random Draft,Public matchmaking,late_game
2261,All Draft,Public matchmaking,late_game
957,All Draft,Ranked,mid_game
218,All Draft,Ranked,early_game
962,Single Draft,Public matchmaking,mid_game
962,All Draft,Ranked,mid_game
870,Random Draft,Public matchmaking,mid_game
361,Random Draft,Public matchmaking,early_game
1792,All Draft,Public matchmaking,late_game
499,All Draft,Public matchmaking,early_game
1403,Single Draft,Public matchmaking,mid_game
863,All Draft,Ranked,mid_game
102,All Draft,Ranked,early_game
616,All Draft,Public matchmaking,early_game
1945,All Draft,Ranked,late_game
2113,All Draft,Ranked,late_game
1288,All Draft,Ranked,mid_game
1277,All Draft,Ranked,mid_game
2686,All Draft,Ranked,late_game
1405,All Draft,Ranked,mid_game
910,Single Draft,Public matchmaking,mid_game
231,All Draft,Ranked,early_game
801,All Draft,Ranked,mid_game
681,Turbo Mode,Public matchmaking,early_game
678,All Draft,Ranked,early_game
1621,All Draft,Ranked,late_game
1932,All Draft,Ranked,late_game
40,Single Draft,Public matchmaking,early_game
514,All Draft,Ranked,early_game
1859,All Draft,Ranked,late_game
481,All Draft,Ranked,early_game
1258,All Draft,Ranked,mid_game
2531,All Draft,Ranked,late_game
1736,All Draft,Ranked,late_game
2204,All Draft,Ranked,late_game
753,All Draft,Public matchmaking,early_game
1262,All Draft,Ranked,mid_game
903,All Draft,Ranked,mid_game
611,All Draft,Ranked,early_game
1910,Single Draft,Public matchmaking,late_game
1164,All Draft,Public matchmaking,mid_game
1927,All Draft,Public matchmaking,late_game
695,All Draft,Ranked,early_game
1290,All Draft,Ranked,mid_game
215,All Draft,Public matchmaking,early_game
305,All Draft,Public matchmaking,early_game
449,All Draft,Ranked,early_game
644,All Draft,Public matchmaking,early_game
